Label	Weight	Text
l_General	1	opt for last
l_General	1	not
l_General	1	i want to choose the lower choice
l_General	1	sure is
l_General	1	finish
l_General	1	get back please
l_General	1	ok stop stop
l_General	1	i like the third choice
l_General	1	go back
l_General	1	please begin again
l_General	1	read the page out loud
l_General	1	nothing please
l_General	1	i want right one
l_General	1	confirm
l_General	1	none of those
l_General	1	please return
l_General	1	opt for first one
l_General	1	yeah good
l_General	1	no later
l_General	1	i like second
l_General	1	choose the first choice
l_General	1	start reading this
l_General	1	not exactly
l_General	1	i don't want to choose any one
l_General	1	go back please
l_General	1	show the next two options
l_General	1	reveal previous
l_General	1	read text
l_General	1	shut your mouth
l_General	1	who can help me
l_General	1	neither thank you
l_General	1	go to the next three items
l_General	1	no never mind
l_General	1	select fourth one
l_General	1	go to the previous one
l_General	1	please do nothing
l_General	1	select no.5
l_General	1	i like upper right
l_General	1	i need to go to the next one
l_General	1	select upper
l_General	1	please read this out loud
l_General	1	can you read that for me
l_General	1	choose anyone
l_General	1	i want neither of them
l_General	1	what's next
l_General	1	my god shut up
l_General	1	never mind cancel
l_General	1	read file aloud
l_General	1	show previous
l_General	1	very good
l_General	1	it finished
l_General	1	i want the first
l_General	1	read sentence out loud
l_General	1	fine
l_General	1	what does the page say
l_General	1	say again
l_General	1	please read this page aloud
l_General	1	that is correct
l_General	1	choose one of it randomly
l_General	1	select a random choice
l_General	1	i want to choose right
l_General	1	sounds good thank you
l_General	1	i want the second one
l_General	1	never mind cancel that
l_General	1	neither
l_General	1	any of it
l_General	1	read the page
l_General	1	back to last
l_General	1	sorry, don't do it
l_General	1	finished
l_General	1	can you help
l_General	1	exit stop
l_General	1	negative
l_General	1	god shut up
l_General	1	not now
l_General	1	that sounds good
l_General	1	that's fine
l_General	1	turn over a new leaf
l_General	1	no no thank you
l_General	1	oh yes
l_General	1	detail aloud what that says
l_General	1	is there any real person
l_General	1	it's fine
l_General	1	no thanks
l_General	1	tell more
l_General	1	no cancel
l_General	1	go back to
l_General	1	please read
l_General	1	that right
l_General	1	i mean stop listening
l_General	1	sure
l_General	1	please read this page
l_General	1	say that again
l_General	1	select any
l_General	1	help
l_General	1	show earlier
l_General	1	more
l_General	1	no no cancel it
l_General	1	okay
l_General	1	what about next one
l_General	1	opt for the second choice
l_General	1	what did you say
l_General	1	tell me more
l_General	1	opt for the last one
l_General	1	start over
l_General	1	go back on
l_General	1	opt for right one
l_General	1	i'm lily
l_General	1	oh yeah
l_General	1	i want to choose the fourth
l_General	1	sounds good
l_General	1	read it out loud
l_General	1	nobody cares stop talking
l_General	1	never
l_General	1	i don't like it
l_General	1	thank you yes
l_General	1	show the next 3
l_General	1	displays more
l_General	1	oh no
l_General	1	perfect
l_General	1	choose last
l_General	1	contact the customer service
l_General	1	none of these
l_General	1	no i don't want that
l_General	1	i want to talk to a human
l_General	1	read page aloud
l_General	1	sounds good thanks
l_General	1	how can i get it
l_General	1	hey read that for me
l_General	1	would you read that out loud please
l_General	1	what about the third one
l_General	1	what about the last
l_General	1	that is right
l_General	1	never mind
l_General	1	i like the first one
l_General	1	sounds good to me
l_General	1	yeah bro
l_General	1	i want fourth
l_General	1	no reject it
l_General	1	reveal more
l_General	1	could you start it over
l_General	1	next
l_General	1	could you tell me what that says
l_General	1	don't do that anymore
l_General	1	i am anna
l_General	1	show the previous one
l_General	1	repeat
l_General	1	repeat that
l_General	1	not that
l_General	1	signout
l_General	1	yeah cool
l_General	1	read page
l_General	1	no be quiet now
l_General	1	can you you read page aloud
l_General	1	no shut up
l_General	1	select any choice
l_General	1	opt for the right
l_General	1	no wrong
l_General	1	display more
l_General	1	i'm sure
l_General	1	yeah go for it
l_General	1	oh don't do that
l_General	1	select any of it
l_General	1	what's before that
l_General	1	great
l_General	1	i need help
l_General	1	what's after that
l_General	1	i want left
l_General	1	yeah buddy
l_General	1	i want third one
l_General	1	sure thing
l_General	1	no thank you
l_General	1	yeah baby
l_General	1	yes
l_General	1	what was that again
l_General	1	no cancel it
l_General	1	not even close
l_General	1	just cancel it
l_General	1	select the bottom choice
l_General	1	could you say it again
l_General	1	what's the next 2
l_General	1	my name is bill jones
l_General	1	read the text to me
l_General	1	stop talking
l_General	1	quiet now
l_General	1	read all on the screen to me
l_General	1	reveal previously
l_General	1	stop please
l_General	1	i want to choose the last choice
l_General	1	i like left one
l_General	1	do nothing
l_General	1	be quiet
l_General	1	select the first
l_General	1	call me steve !
l_General	1	select the third one
l_General	1	select the upper right
l_General	1	i want to choose third
l_General	1	none of them
l_General	1	cancel
l_General	1	nerver mind
l_General	1	none
l_General	1	talk to a human
l_General	1	any help
l_General	1	end
l_General	1	some help
l_General	1	what after that
l_General	1	display previously
l_General	1	not at all
l_General	1	this is good
l_General	1	no be quiet
l_General	1	exit exit
l_General	1	choose top right one
l_General	1	finished with
l_General	1	and after that
l_General	1	read the page onscreen to me
l_General	1	show me the next
None	1	i want them all
None	1	i want to all of them
None	1	all of them
q_Faq	1	What's New
q_Faq	1	What can the Point of Interest Skill do
q_Faq	1	What is a Skill
q_Faq	1	What can the Email Skill do
q_Faq	1	How do I raise a bug
q_Faq	1	What can the Calendar Skill do
